smiles,charge
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,"[-0.3885289309, 0.2691232024, -0.0528021402, -0.3363053158, 0.1996267638, 0.1209536954, -0.1294613276, -0.0828199028, -0.098611578, -0.0755937331, -0.3295721559, -0.0627039088, -0.0957001276, -0.0338012152, 0.1455001076, -0.1029214397, -0.092219879, -0.0388714943, -0.5922755756, 0.1593858098, 0.1593857985, 0.1400551799, 0.1369703811, 0.1558365402, 0.171014191, 0.1445385934, 0.1671719121, 0.1719583229, 0.3706682263]"
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,"[-0.2285723441, -0.467518953, -0.0641985702, -0.0482487285, -0.1314973787, -0.0004974231, 0.1599311095, -0.183623581, -0.1749796439, -0.0960488314, 0.014562576, -0.7822600016, 0.0121028084, -0.1996882347, -0.1985879079, -0.1792384344, -0.1765592087, -0.231216051, 0.2229173124, 0.0943390276, 0.1367673896, 0.138338499, 0.1109903373, 0.140658723, 0.1262236403, 0.3969420286, 0.4219829157, 0.1173862737, 0.1077960482, 0.1152220032, 0.099373332, 0.1080411027, 0.1305277337, 0.117207546, 0.0945866671, 0.1124342735, 0.0853494646, 0.0990544802]"
CN(C)CCO[C@H](c1ccccc1)c1ccc(Br)cc1,"[-0.1732705412, -0.4652143417, -0.1760813623, -0.0832476966, -0.0801724997, -0.3075905939, 0.0371377023, -0.0275121566, -0.1108626094, -0.1097998144, -0.1171499712, -0.1252877553, -0.1361723142, -0.0235462725, -0.1200767429, -0.1172406741, -0.0329901171, -0.058569651, -0.1598228314, -0.1477769837, 0.1204935768, 0.0983779253, 0.1201756539, 0.1212535404, 0.1210456596, 0.0982904314, 0.1277549865, 0.1053866371, 0.1220076643, 0.1229973359, 0.133692122, 0.1260824949, 0.1213007661, 0.1494109951, 0.156437604, 0.1462210334, 0.120451503, 0.1305466245, 0.1562620391, 0.1370586334]"
O=C1OC(=CBr)CC[C@@H]1c1cccc2ccccc12,"[-0.3860654933, 0.2915217073, -0.2145754489, 0.1542775554, -0.2764497788, 0.9998130411, -0.1692886384, -0.2985905672, -0.359635072, -0.3410936511, -0.1412116235, -0.1262473099, -0.1298139807, -0.0608968084, -0.1304302759, -0.1054454134, -0.1394536335, -0.1808010954, -0.0507409632, 0.1017628744, 0.1306785252, 0.1297768047, 0.0731915732, 0.0906358167, 0.2189874565, 0.1236809681, 0.1350257994, 0.1273412536, 0.1279188082, 0.1338103303, 0.1297078406, 0.1426093987]"
CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,"[-0.310920493, -0.0811826913, -0.4565722989, -0.081142818, -0.3097475428, -0.0805115825, -0.070883399, -0.5714737237, 0.2828318672, -0.4299629674, -0.0714930663, -0.0974547329, -0.0432289974, 0.1397503288, 0.094166888, -0.7650860126, -0.2104470446, 0.0269385433, -0.2361767692, -0.1431870283, 0.0888434577, 0.1133910024, 0.1249426343, 0.121824713, 0.1001914204, 0.1302864415, 0.1016290783, 0.113976058, 0.0901617746, 0.1243177385, 0.1237742986, 0.1032714315, 0.1262983307, 0.1278219057, 0.3697966094, 0.1507014146, 0.3827555691, 0.3902272925, 0.1451776285, 0.1373860707, 0.124468953, 0.1245397175]"
CC(C)[C@H](Br)C(=O)NC(N)=O,"[-0.2945266016, -0.1154726768, -0.3027680473, -0.0683259603, -0.0103244092, 0.3169917211, -0.3518949597, -0.4986503136, 0.4089149195, -0.7461220823, -0.4336455012, 0.1223497224, 0.1062272175, 0.1132994923, 0.1133873364, 0.1074622127, 0.0960185847, 0.1110471646, 0.1413252145, 0.4071400951, 0.3772052055, 0.4003616656]"
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,"[-0.3583831446, 0.2157607869, -0.1888435525, -0.1979369952, -0.0836510851, -0.4118787503, -0.0898518045, -0.2055050506, 0.1141539294, -0.5170152417, -0.0204580659, -0.1399084726, -0.1101360132, -0.036008615, -0.0545812237, -0.160752887, -0.1495046428, -0.1392178825, -0.0633478949, -0.0406138854, -0.1169285143, -0.1249243027, 0.1239583237, -0.1347376994, -0.1587301578, -0.0975457047, 0.1286516868, 0.1255605856, 0.1143045371, 0.1218918661, 0.1212873502, 0.1042864737, 0.1292111222, 0.1124763267, 0.1100611234, 0.1211701045, 0.3945935502, 0.1163419008, 0.1342301977, 0.1557588202, 0.1353901745, 0.1040963328, 0.1296013669, 0.1118332863, 0.1062738718, 0.1287680303, 0.1309751755, 0.1565835039, 0.153241159]"
CC1=C(C)C(=O)C([C@H](CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,"[-0.2757686379, -0.0901398659, -0.0850711106, -0.402551662, 0.1348415381, -0.3433654819, -0.099758781, -0.079054123, -0.2163176909, -0.2160494776, -0.210335085, -0.1904941642, -0.1886744609, 0.3169315964, -0.3585106034, -0.4831618493, -0.0657845272, -0.1169883205, -0.1149768169, -0.1652424941, -0.2184009553, -0.3671568194, -0.2140245984, -0.2165843359, 0.1952124311, -0.2728126696, 0.1043024401, 0.1189944173, 0.1182482618, 0.2011393578, 0.2604174521, 0.2480047819, 0.1210702054, 0.1958947732, 0.2473331279, 0.155049064, 0.1182933346, 0.0992602897, 0.1100832247, 0.1275546178, 0.1230342475, 0.1247328036, 0.1273786058, 0.4420986674, 0.1701405814, 0.1248928713, 0.1082040883, 0.1334459758, 0.1417032918, 0.1733057095, 0.1962919384, 0.2533648365]"
O=[N+]([O-])C(Br)(CO)CO,"[-0.1234741841, 0.0785565158, -0.2482855384, 0.1245340872, 0.045202203, -0.0660778146, -0.5381571344, -0.0776183025, -0.5413914716, 0.1373475536, 0.1580031392, 0.3864320907, 0.1283958118, 0.1535123656, 0.3830206788]"
Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,"[-0.2633934565, 0.1072059742, -0.1249195598, -0.1644180406, 0.0291460343, -0.5125044771, 0.1314838262, 0.0927088093, -0.1452125517, 0.0091973837, -0.1868828391, -0.0473600276, 0.1663374199, -0.0531888592, -0.1223543076, -0.1195199625, -0.1175073359, -0.1196141515, -0.1027236705, -0.0491351763, -0.3912285299, 0.0674782511, 0.1263496606, 0.136793892, 0.1367937198, 0.1580124333, 0.1265992187, 0.1255766201, 0.1339641189, 0.158767254, 0.4067737411, 0.4067745885]"
CC[C@@]12CCCN3CCc4c(n(c5cc(Br)ccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,"[-0.3124995228, -0.2034160868, -0.0208201699, -0.20057663, -0.2146437092, -0.0947885798, -0.3851008794, -0.1012959219, -0.1759560959, -0.0447288793, 0.0207371082, -0.2842954614, 0.0879111206, -0.1303920547, -0.0128526852, 0.06827661, -0.144154065, -0.1759986238, 0.0264423115, 0.1451791446, -0.480918094, 0.2661478226, -0.1116888857, -0.2553179232, -0.1389673017, -0.2040523219, -0.1156870028, 0.0966171372, 0.0974837652, 0.0935288046, 0.1058092763, 0.1062071814, 0.1043936666, 0.1025057896, 0.1017517635, 0.0991658538, 0.1196205843, 0.127293059, 0.112913524, 0.1145344525, 0.1266017269, 0.1330068106, 0.1313513938, 0.1395332287, 0.1477093263, 0.4169535369, 0.1493860096, 0.1322756267, 0.1301372147, 0.1004645107, 0.0991206387, 0.1050918953]"
Oc1c(Br)cc(Br)c2cccnc12,"[-0.4580837544, -0.0687065392, -0.0495994225, 0.0002888943, -0.0796269652, -0.0112546896, 0.0893668491, -0.046024961, -0.1008012326, -0.0859184467, 0.0247719324, -0.2912966143, 0.0306104583, 0.4534479834, 0.1649225769, 0.1229188851, 0.1456842469, 0.1593007991]"
Cc1nnsc1C(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2C(F)(F)F)cc1,"[-0.2720116283, 0.1447893683, -0.2347075315, -0.1217433563, -0.0289031079, -0.1294001611, 0.2963998214, -0.2878266082, -0.4852908836, 0.1022698882, -0.1372591775, -0.1146898593, 0.0713158022, -0.1085439251, -0.2363443759, 0.0125750608, 0.4359121617, -0.1036646293, -0.1036773927, 0.1761453009, -0.2369812805, 0.1056779282, 0.4089297806, -0.1094208082, -0.1094189778, -0.1387175785, -0.1764289911, -0.1293517613, 0.1133558901, 0.1259205428, 0.1259201512, 0.4106438298, 0.1401956306, 0.1356118498, 0.1574681832, 0.148263049, 0.1529877953]"
Cc1ccc(S(=O)(=O)Nc2ccccc2)cc1,"[-0.2708069889, -0.0206552319, -0.1335486819, -0.0923880273, -0.0278765596, 0.7096650464, -0.4552751753, -0.4552755496, -0.5907128075, 0.094092754, -0.1104903017, -0.1062961348, -0.111341298, -0.1078097627, -0.1215971714, -0.1181832396, -0.1442678333, 0.1108827762, 0.1219835598, 0.1219825761, 0.165615974, 0.1423821209, 0.3583316381, 0.1285165627, 0.1284688377, 0.1513765064, 0.1624812473, 0.1602031626, 0.1686954593, 0.141846542]"
c1ccc2nc(C3=NCCN3)ccc2c1,"[-0.1332069349, -0.1122319605, -0.1217004036, 0.0937222289, -0.3700584441, 0.1146528544, 0.293903811, -0.2666164468, -0.0380865198, -0.1927036297, -0.6238296857, -0.0961654769, -0.0908007011, -0.0208949205, -0.1757682921, 0.1338938624, 0.1224447185, 0.1307234694, 0.1451578546, 0.1409125169, 0.0968826995, 0.12452069, 0.3764903188, 0.1612353048, 0.1655161711, 0.1420069155]"
C=CC(C)(C)[C@@]1(CCC=C(C)C)C(=O)Nc2ccccc2C1=O,"[-0.2515290217, -0.1303624292, -0.0009764813, -0.2985193409, -0.3139945723, 0.0057529613, -0.1972030098, -0.2141700892, -0.1635781534, -0.0271247362, -0.286275998, -0.2885517593, 0.3304180738, -0.2895866161, -0.4932334748, 0.0510968536, -0.1182301272, -0.1073681686, -0.12087168, -0.1336497966, -0.0680676565, 0.127089679, -0.2449719949, 0.1162479565, 0.1174658286, 0.1301497148, 0.1111329598, 0.101653466, 0.1174010244, 0.1025943414, 0.1152055833, 0.1085430177, 0.1069198128, 0.1221065218, 0.1309482525, 0.1139669369, 0.1119752421, 0.1134112128, 0.1104840722, 0.1109869983, 0.1103454112, 0.1072895899, 0.1069080786, 0.4001638172, 0.1333847554, 0.1382806833, 0.1404401486, 0.1559021122]"
CC(C)(S)C(=O)N[C@H](CS)C(=O)O,"[-0.282643486, 0.0400483715, -0.2929869352, -0.1861992143, 0.3078926242, -0.3637307715, -0.5709304524, 0.01235835, -0.1350296423, -0.2302888827, 0.3073893389, -0.3573908813, -0.4804220564, 0.1121113331, 0.1204754892, 0.1292818804, 0.1212771881, 0.1193675226, 0.1162515543, -0.0519346722, 0.4019355138, 0.1236362706, 0.1763288045, 0.3341472599, 0.0887117338, 0.4403437594]"
CCCC(=O)Nc1ncnc2c1ncn2[C@H]1O[C@H]2CO[P@](=O)(O)O[C@H]2[C@@H]1OC(=O)CCC,"[-0.3068281947, -0.1816798324, -0.1890915269, 0.3269784715, -0.3467024285, -0.4699426155, 0.1488149377, -0.3835437728, 0.2672643302, -0.337954199, 0.1009995786, 0.1340634769, -0.3279817123, 0.2234300373, -0.1982726972, 0.0016631651, -0.1094057417, 0.0278550917, -0.0756309061, -0.3215411657, 0.4405217869, -0.4516943623, -0.5262370814, -0.3700075291, -0.0104447624, 0.0220858734, -0.2389721725, 0.3352987017, -0.2533406529, -0.1719191263, -0.1959202279, -0.2945487904, 0.101235411, 0.0979301496, 0.0984873296, 0.1153686675, 0.1161597421, 0.1291484227, 0.1280141623, 0.3986932074, 0.157547039, 0.2328021575, 0.1765625779, 0.2047355628, 0.1384780897, 0.138793973, 0.3825179345, 0.1414933959, 0.1491448603, 0.1349641804, 0.1365933873, 0.1197826527, 0.1154733851, 0.1045801016, 0.1110096592, 0.103167998]"
CCCC[C@H]1C(=O)NC(=O)N(C2CCCCC2)C1=O,"[-0.2960640611, -0.2090595901, -0.1967753042, -0.2030990982, -0.1852294736, 0.1435712921, -0.3764084857, -0.5374870821, 0.4002351796, -0.3546960067, -0.3381458156, 0.0559913263, -0.0682065039, -0.1732344364, -0.2068011499, -0.3270772992, -0.3526732894, 0.2550408548, -0.399405411, 0.105238573, 0.1052976233, 0.1051360302, 0.1063016095, 0.1053061728, 0.1251271979, 0.114634264, 0.1657582325, 0.1427707687, 0.1338237463, 0.4384214593, 0.162469902, 0.3036271494, 0.3044006778, 0.1224194281, 0.1273800994, 0.1257505389, 0.1261553507, 0.0583411816, 0.0830185782, 0.1707959519, 0.1373498185]"
CC(C)=CC(C)=NNc1nncc2ccccc12,"[-0.28154601, -0.0052572687, -0.284713965, -0.135559952, 0.1516743929, -0.3286557582, -0.2909083388, -0.3729887219, 0.1695397301, -0.2305302527, -0.1961256645, 0.0316375371, -0.0603344925, -0.1082487988, -0.113422775, -0.1177321809, -0.1302180047, -0.0090303479, 0.108991842, 0.1183673086, 0.1183681581, 0.1052148154, 0.1377147139, 0.1377142529, 0.1356183989, 0.1270707399, 0.1111150804, 0.1111154967, 0.3937894903, 0.1389153609, 0.1334029978, 0.1353336169, 0.1434267822, 0.1562618167]"
CC(C)(C)NC[C@@H](O)COc1ccccc1OC[C@H]1CCCO1,"[-0.2920369556, 0.0845673686, -0.3062400776, -0.2937858117, -0.6195205057, -0.0945452142, 0.0077278905, -0.5345496434, -0.083787415, -0.2703542388, 0.0942364988, -0.0903903331, -0.0814504591, -0.1290881979, -0.1490463823, -0.1070144575, -0.2476278353, -0.0693656281, -0.0442769132, -0.2615379029, -0.1881309887, -0.0715571638, -0.192861976, 0.1048442406, 0.1087273203, 0.1044921262, 0.1017534381, 0.1012616085, 0.1017995196, 0.1055417206, 0.1061042454, 0.1090697728, 0.3450168088, 0.1300546663, 0.1066358728, 0.1428315043, 0.3986947356, 0.1232661091, 0.1191698333, 0.1438368488, 0.1281753538, 0.1322964685, 0.1489963939, 0.1070013155, 0.1584422311, 0.1482504508, 0.0764986353, 0.1009066864, 0.1213474221, 0.1193929336, 0.1291035448, 0.1171245353]"
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,"[-0.1454145721, -0.2661223841, 0.1137589629, -0.2523334082, 0.1448961451, -0.2595396133, -0.1068414838, -0.0948047638, 0.1928279667, -0.3604141403, -0.2021569816, -0.2056071461, -0.0900269347, -0.4199950726, -0.0797110485, -0.1776350795, -0.2210251583, -0.1212647848, -0.1354019056, -0.2546727942, -0.1558363154, -0.2384229333, 0.1448381625, 0.1177901364, 0.1178468494, 0.1307464747, 0.20074956, 0.2723684928, 0.2723713826, 0.1294781968, 0.1288863987, 0.1119317835, 0.116519978, 0.1170858213, 0.0998755609, 0.1202874188, 0.1081987058, 0.1138947708, 0.1382973298, 0.0798705843, 0.1081554611, 0.0932809581, 0.0991233628, 0.1244630264, 0.1128832532, 0.1129742823, 0.1638254947]"
CCCC/N=C(\N)N=C(N)N,"[-0.3006086341, -0.2075379745, -0.1986211287, -0.0862995761, -0.4748995112, 0.3774909551, -0.8018977151, -0.4566423179, 0.406422965, -0.791007007, -0.7425777494, 0.0962221307, 0.1016374562, 0.1016383855, 0.1002881274, 0.1002889572, 0.1113138263, 0.1113146584, 0.1098324932, 0.1098315177, 0.3806488583, 0.3818653806, 0.3933162904, 0.3813073923, 0.4070830881, 0.3895891314]"
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,"[-0.2961741358, -0.1990335862, -0.1989345453, -0.0790316284, -0.5561719122, 0.1448846043, -0.1060844631, 0.0088313107, 0.3159267258, -0.2506211633, -0.1847170299, -0.1650100664, -0.1330429421, 0.6697305794, -0.7285896782, -0.4700623213, -0.4642987261, -0.1696213389, -0.1820660873, 0.0814215482, -0.1146579632, -0.1047107502, -0.1101000922, -0.1026948654, -0.1967647149, 0.1044828764, 0.1043251454, 0.1046523274, 0.1076328574, 0.1080072416, 0.1115036695, 0.1108874235, 0.1237199491, 0.1243301322, 0.39756179, 0.1495258752, 0.4646032099, 0.1216752516, 0.3630847972, 0.3697022789, 0.1337356896, 0.1264571452, 0.1527235136, 0.1646410151, 0.1483410532]"
CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,"[-0.2987470927, -0.1976836885, -0.1890361354, 0.3109589181, -0.3731640318, -0.3336662189, -0.0728174275, -0.2031613363, -0.0681309735, -0.3386709145, 0.3555950032, -0.3998669595, 0.2883785404, -0.7241542505, -0.0267578089, -0.2344637822, 0.12171996, -0.2503299857, -0.104925823, 0.0519544232, -0.296325963, -0.16701885, -0.2911447423, -0.122168301, -0.4331009273, -0.0716984512, -0.033796186, 0.1084213247, 0.1004103333, 0.1003090359, 0.1163141512, 0.1163074285, 0.1193807484, 0.1195571571, 0.1257529586, 0.1246630556, 0.1248666599, 0.1260399475, 0.1182667006, 0.1180870676, 0.3862410192, 0.3751022476, 0.1314966031, 0.2015572303, 0.2738946079, 0.2761231377, 0.1245995916, 0.1262636013, 0.1263659809, 0.1234823043, 0.0954933601, 0.1278470177, 0.1039102654, 0.1114694687]"
CC(C)(C)NC[C@H](O)COc1ccccc1C#N,"[-0.2947897539, 0.081334033, -0.3053162934, -0.2958951035, -0.6425188775, -0.0999958855, 0.013822554, -0.5322596531, -0.0747866677, -0.2459702918, 0.101692917, -0.0813040633, -0.1103851201, -0.0818794808, -0.0346328616, -0.1364327203, 0.1598161656, -0.3820066755, 0.1038457282, 0.105602426, 0.0977534477, 0.1007176492, 0.101195051, 0.1035071019, 0.1021096655, 0.1064995842, 0.1074746311, 0.3567020773, 0.1252728258, 0.1070286789, 0.143011877, 0.4048010204, 0.137935448, 0.1287408133, 0.1444766676, 0.13303998, 0.1703158058, 0.1814772992]"
CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,"[-0.3084632045, -0.2220288217, -0.2050764603, -0.077468297, -0.4010186316, -0.0819641682, -0.1982123939, -0.1904306605, -0.2434689365, -0.0839871456, 0.1914608206, -0.3966318744, -0.5636377022, 0.0414330705, -0.0178326287, -0.2846296998, -0.1411184735, -0.1373984665, -0.1808628131, -0.2225607541, -0.2262035492, 0.1020146862, 0.0993616552, 0.1058524677, 0.0985849184, 0.1013640058, 0.2374434775, 0.1498273451, 0.1279699144, 0.109709665, 0.1230894356, 0.1077640199, 0.1064263091, 0.1135946079, 0.113789449, 0.1084897579, 0.0785473151, 0.0948770012, 0.136488189, 0.3880747914, 0.1105377358, 0.1163349421, 0.1172859072, 0.119783793, 0.1289143053, 0.1400167531, 0.182293629, 0.2540658205, 0.2775988927]"
Cc1ccc(Cl)c(OC[C@@H](O)CNC(C)(C)C)c1,"[-0.2822691658, -0.0083209228, -0.0677785278, -0.0713884755, 0.0109617128, -0.1026178071, -0.084232045, -0.2262341739, -0.0694185679, 0.0114785517, -0.5291974492, -0.0946944335, -0.6186334053, 0.0846910355, -0.3059031998, -0.2936367528, -0.2916251895, -0.1460786077, 0.1139110882, 0.1177830302, 0.1173832364, 0.1303093711, 0.1389943335, 0.1284115123, 0.124362498, 0.1467715566, 0.4006942356, 0.1296017286, 0.1074421684, 0.3459930655, 0.1022360406, 0.1017347041, 0.1025224158, 0.1049727968, 0.1061286558, 0.1094311014, 0.1049715614, 0.1090315984, 0.1053074554, 0.1369032696]"
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,"[-0.3787333232, 0.2916060861, -0.1741914891, -0.0201725548, -0.1750485147, -0.1316523176, -0.3170878198, -0.2269880171, -0.1744650175, 0.1381647485, -0.2858115623, -0.4233308258, -0.0635525512, -0.199876967, -0.1970979992, -0.0769504475, -0.4180675392, -0.0817845248, -0.0628167226, -0.2736931501, 0.3407809113, -0.3641325485, 0.092828032, -0.1342004674, -0.1470414869, -0.4026214383, -0.0685691088, -0.1003321672, 0.1430300278, 0.1362271, 0.1233289756, 0.1121990872, 0.3000621609, 0.19483328, 0.0748650454, 0.1005644388, 0.0888246776, 0.1061089335, 0.1367467614, 0.1489203856, 0.1283174926, 0.1526213407, 0.1164576324, 0.1141100198, 0.1102785014, 0.1141051781, 0.1276435692, 0.1114221619, 0.1378380843, 0.128375891, 0.1184411157, 0.1357288263, 0.143270949, 0.1304577132, 0.1523414331, 0.1173271734, 0.1325862851, 0.0994075201, 0.0983970216]"
CS(=O)(=O)OCCCCOS(C)(=O)=O,"[-0.2214316057, 0.7217197015, -0.4555140114, -0.4571183703, -0.2933922919, -0.0685009057, -0.1901966487, -0.187346587, -0.0754300891, -0.2706924511, 0.7156489908, -0.2343656774, -0.4530969263, -0.4404709332, 0.1677159494, 0.1484083763, 0.1489572501, 0.1306980189, 0.1322961487, 0.1201007941, 0.1157722832, 0.1210955557, 0.127272594, 0.1298601095, 0.1177031026, 0.1389662403, 0.1465323339, 0.1648090488]"
CC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O,"[-0.3009505848, -0.2117378957, -0.0902026521, -0.3168455611, 0.0145683845, -0.1915306342, -0.3111114135, 0.3356095014, -0.286496782, -0.4883399897, 0.4014936951, -0.3256595795, -0.6350020744, 0.1960784985, -0.1978540663, 0.1031643287, 0.1044827085, 0.1052413361, 0.1273286041, 0.1146129842, 0.1382150661, 0.1106708785, 0.1073629974, 0.1175510704, 0.1136140886, 0.1257860762, 0.1063805157, 0.1005661315, 0.1256487105, 0.4040803582, 0.4032752994]"
CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,"[-0.300404588, -0.2121091572, -0.2139174152, -0.0805063774, -0.4605738081, -0.0819380964, -0.2135366204, -0.2121527082, -0.3003318955, -0.0819402411, -0.1984355081, -0.0649705532, -0.2633607643, 0.310932002, -0.3890201789, -0.0356042929, -0.1020821362, -0.1206341847, 0.1111838286, -0.768401808, -0.159778591, -0.1399582616, 0.0994682688, 0.1017378599, 0.0998649186, 0.0968644316, 0.1003530325, 0.129606885, 0.1169215923, 0.1229980933, 0.1021054682, 0.126290352, 0.1022546925, 0.1294167833, 0.1171575218, 0.0968899158, 0.1003046972, 0.1017836983, 0.0995580209, 0.0998867693, 0.12305499, 0.1031284328, 0.1174151533, 0.1186683338, 0.1251266658, 0.1244301193, 0.1357418426, 0.1272393948, 0.3821596268, 0.3843960934, 0.152448739, 0.140268963]"
CCCCOC(=O)c1ccc(N)cc1,"[-0.2965672749, -0.1994165237, -0.199895732, -0.0659694964, -0.2643031137, 0.3105313645, -0.3892387737, -0.0356381768, -0.1022428049, -0.1207680901, 0.1110263591, -0.7684289142, -0.1602450094, -0.1402443753, 0.1022634607, 0.1034597355, 0.1034590469, 0.1074010647, 0.1074006413, 0.1129962162, 0.1129966729, 0.1248364765, 0.1248367968, 0.1357096674, 0.1271727888, 0.3821077719, 0.3843393964, 0.1523084126, 0.140112413]"
O=C(C=Cc1ccc(O)c(O)c1)c1ccc(O)cc1O,"[-0.3579549634, 0.1874212476, -0.1214831486, -0.0970459666, -0.00752462, -0.0371997975, -0.0822887255, 0.1282983182, -0.4866541156, -0.0632168187, -0.4419649589, -0.1910047438, -0.0842264891, -0.1068429344, -0.1612217009, 0.1156409992, -0.5053737413, -0.1177062372, 0.0237340125, -0.4279474934, 0.1128899312, 0.1336357502, 0.1452864615, 0.137072408, 0.4258856113, 0.4574922402, 0.1214285841, 0.1282205215, 0.1252722616, 0.4301139603, 0.165193428, 0.4520707195]"
CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,"[-0.1840793618, -0.4502013571, -0.0692186788, -0.0117835251, -0.1478800542, -0.1177261848, -0.0028871079, -0.00250219, -0.2902837258, -0.2911446238, -0.2948933655, -0.1425477143, -0.1205034683, -0.0835128033, -0.1014172472, -0.1747280255, -0.1028229319, -0.1534389644, -0.0618610402, -0.1036960541, -0.1148315451, -0.1191077514, -0.1370468251, -0.0552516455, 0.1195796115, 0.098681172, 0.1188845136, 0.1290029673, 0.1112113496, 0.1441355968, 0.1193293612, 0.104095457, 0.1088805054, 0.1068932921, 0.1034181619, 0.1065382894, 0.1073368277, 0.1379237252, 0.1360177317, 0.1031409413, 0.149554973, 0.1506130735, 0.1306341689, 0.1080103854, 0.1192984884, 0.1336944897, 0.1221056042, 0.133522138, 0.1355064435, 0.141317686, 0.1540392368]"
CCCC[C@@H](CC)CNC(=O)C[C@@H](C)OC(=O)CCC(=O)O,"[-0.301209762, -0.2110054946, -0.2137776172, -0.1947187824, -0.1111052578, -0.2010523779, -0.3164796191, -0.0687059684, -0.5606264409, 0.3074719156, -0.3849151965, -0.1830924309, 0.0245315048, -0.326836794, -0.2627557784, 0.3250074791, -0.3725889902, -0.1714563106, -0.1829371847, 0.3172496489, -0.3690877521, -0.4835871646, 0.0999536783, 0.1008585723, 0.1005883529, 0.0987856281, 0.1023620593, 0.1270228792, 0.1106856959, 0.1102613299, 0.1108649595, 0.112768698, 0.1054255707, 0.1108860992, 0.1049187263, 0.0888327086, 0.1220871437, 0.124621758, 0.1264178116, 0.3824310674, 0.1273656489, 0.1290857884, 0.134469322, 0.0930657289, 0.1158590386, 0.1061838108, 0.1408023307, 0.1410569368, 0.1352275941, 0.1350512835, 0.4437381523]"
